estid,dayOfMonth,timeOfDay,dayOfWeek,domain_category,url_category
ZG4ACGSTlNIAAAAIEdL/Aw==,4,0,5,12,1
ZG4ACGSTlNIAAAAIEdL/Aw==,21,0,5,12,1
ZG4ACGSTlNIAAAAIEdL/Aw==,23,0,0,12,1
ZG4ACGSTlNIAAAAIEdL/Aw==,20,3,4,12,1
ZG4ACGSTlNIAAAAIEdL/Aw==,20,3,4,12,17
ZG4ACGSTlNIAAAAIEdL/Aw==,13,0,4,12,1
ZG4ACGSTlNIAAAAIEdL/Aw==,24,0,1,15,14
ZG4ACGSTlNIAAAAIEdL/Aw==,25,0,2,12,1
ZG4ACGSTlNIAAAAIEdL/Aw==,23,0,0,12,1
ZG4ACGSTlNIAAAAIEdL/Aw==,27,0,4,12,1
ZG4ACGSTlNIAAAAIEdL/Aw==,0,0,1,15,14
ZG4ACGSTlNIAAAAIEdL/Aw==,24,0,1,12,17
ZG4ACGSTlNIAAAAIEdL/Aw==,13,0,4,12,1
ZG4ACGSTlNIAAAAIEdL/Aw==,14,0,5,12,1
ZG4ACGSTlNIAAAAIEdL/Aw==,14,0,5,12,17
ZG4ACGSTlNIAAAAIEdL/Aw==,13,0,4,12,17
ZG4ACGSTlNIAAAAIEdL/Aw==,29,0,6,12,1
ZG4ACGSTlNIAAAAIEdL/Aw==,22,0,6,12,17
ZG4ACGSTlNIAAAAIEdL/Aw==,27,0,4,12,1
ZG4ACGSTlNIAAAAIEdL/Aw==,24,0,1,12,17
ZG4ACGSTlNIAAAAIEdL/Aw==,15,0,6,12,17
ZG4ACGSTlNIAAAAIEdL/Aw==,20,3,4,12,1
ZG4ACGSTlNIAAAAIEdL/Aw==,6,0,0,12,1
ZG4ACGSTlNIAAAAIEdL/Aw==,25,0,2,12,1
ZG4ACGSTlNIAAAAIEdL/Aw==,25,0,2,12,17
ZG4ACGSTlNIAAAAIEdL/Aw==,12,0,3,12,17
ZG4ACGSTlNIAAAAIEdL/Aw==,21,0,5,12,17
ZG4ACGSTlNIAAAAIEdL/Aw==,30,1,0,12,1
ZG4ACGSTlNIAAAAIEdL/Aw==,30,0,0,12,1
ZG4ACGSTlNIAAAAIEdL/Aw==,4,1,5,12,1
ZG4ACGSTlNIAAAAIEdL/Aw==,2,0,3,12,1
ZG4ACGSTlNIAAAAIEdL/Aw==,2,0,3,12,17
ZG4ACGSTlNIAAAAIEdL/Aw==,17,0,1,12,1
ZG4ACGSTlNIAAAAIEdL/Aw==,15,0,6,12,17
ZG4ACGSTlNIAAAAIEdL/Aw==,10,0,6,12,14
ZG4ACGSTlNIAAAAIEdL/Aw==,29,0,6,12,1
ZG4ACGSTlNIAAAAIEdL/Aw==,26,1,1,12,14
ZG4ACGSTlNIAAAAIEdL/Aw==,18,0,2,12,1
ZG4ACGSTlNIAAAAIEdL/Aw==,21,0,5,12,1
ZG4ACGSTlNIAAAAIEdL/Aw==,13,0,4,15,14
ZG4ACGSTlNIAAAAIEdL/Aw==,26,1,1,12,14
ZG4ACGSTlNIAAAAIEdL/Aw==,27,0,4,12,17
ZG4ACGSTlNIAAAAIEdL/Aw==,0,0,1,12,17
ZG4ACGSTlNIAAAAIEdL/Aw==,0,0,1,12,1
ZG4ACGSTlNIAAAAIEdL/Aw==,22,2,6,12,17
ZG4ACGSTlNIAAAAIEdL/Aw==,12,0,3,12,17
ZG4ACGSTlNIAAAAIEdL/Aw==,25,0,2,12,1
ZG4ACGSTlNIAAAAIEdL/Aw==,25,0,2,12,17
ZG4ACGSTlNIAAAAIEdL/Aw==,4,0,5,15,14
ZG4ACGSTlNIAAAAIEdL/Aw==,24,0,1,12,17
ZG4ACGSTlNIAAAAIEdL/Aw==,27,0,4,12,1
ZG4ACGSTlNIAAAAIEdL/Aw==,6,0,0,12,1
ZG4ACGSTlNIAAAAIEdL/Aw==,6,0,0,12,17
ZG4ACGSTlNIAAAAIEdL/Aw==,26,1,1,12,14
ZG4ACGSTlNIAAAAIEdL/Aw==,23,0,0,12,17
ZG4ACGSTlNIAAAAIEdL/Aw==,25,1,2,12,17
ZG4ACGSTlNIAAAAIEdL/Aw==,18,0,2,12,1
ZG4ACGSTlNIAAAAIEdL/Aw==,18,0,2,12,17
ZG4ACGSTlNIAAAAIEdL/Aw==,27,0,4,12,17
ZG4ACGSTlNIAAAAIEdL/Aw==,25,0,2,12,1
ZG4ACGSTlNIAAAAIEdL/Aw==,30,1,0,12,1
ZG4ACGSTlNIAAAAIEdL/Aw==,20,3,4,12,1
ZG4ACGSTlNIAAAAIEdL/Aw==,9,0,0,15,14
ZG4ACGSTlNIAAAAIEdL/Aw==,6,0,0,12,1
ZG4ACGSWL4oAAAAIa36CAw==,27,1,2,4,16
ZG4ACGSWL4oAAAAIa36CAw==,20,1,4,4,12
ZG4ACGSWL4oAAAAIa36CAw==,19,1,3,4,4
ZG4ACGSWL4oAAAAIa36CAw==,16,1,0,15,22
ZG4ACGSWL4oAAAAIa36CAw==,19,1,3,4,2
ZG4ACGSWL4oAAAAIa36CAw==,18,1,2,15,22
ZG4ACGSWL4oAAAAIa36CAw==,8,1,6,4,12
ZG4ACGSWL4oAAAAIa36CAw==,8,1,6,15,22
ZG4ACGSWL4oAAAAIa36CAw==,19,0,3,4,12
ZG4ACGSXzxsAAAAIcQZ9Aw==,24,0,1,15,4
ZG4ACGSXzxsAAAAIcQZ9Aw==,24,0,1,15,4
ZG4ACGSXzxsAAAAIcQZ9Aw==,6,1,0,15,14
ZG4ACGSXzxsAAAAIcQZ9Aw==,6,1,0,15,14
ZG4ACGSXzxsAAAAIcQZ9Aw==,4,2,5,23,22
ZG4ACGSXzxsAAAAIcQZ9Aw==,27,1,2,23,22
ZG4ACGSXzxsAAAAIcQZ9Aw==,8,1,6,23,12
ZG4ACGSXzxsAAAAIcQZ9Aw==,8,1,6,23,22
ZG4ACGSXzxsAAAAIcQZ9Aw==,8,1,6,23,22
ZG4ACGSzDGgAAAAIA10sAw==,1,1,2,11,8
ZG4ACGSzDGgAAAAIA10sAw==,3,1,4,11,8
ZG4ACGSzDGgAAAAIA10sAw==,8,1,6,23,1
ZG4ACGSzDGgAAAAIA10sAw==,8,1,6,23,22
ZG4ACGSzDGgAAAAIA10sAw==,22,1,6,11,8
ZG4ACGSzDGgAAAAIA10sAw==,1,1,2,11,15
ZG4ACGSzDGgAAAAIA10sAw==,8,1,6,23,22
ZG4ACGTBQ0MAAAAIFqPhAw==,13,0,4,13,13
ZG4ACGTBQ0MAAAAIFqPhAw==,2,1,3,3,12
ZG4ACGTBQ0MAAAAIFqPhAw==,13,0,4,13,13
ZG4ACGTBQ0MAAAAIFqPhAw==,11,1,2,13,13
ZG4ACGTBQ0MAAAAIFqPhAw==,11,1,2,13,13
ZG4ACGTBQ0MAAAAIFqPhAw==,2,1,3,3,12
ZG4ACGTBQ0MAAAAIFqPhAw==,2,1,3,3,12
ZG4ACGTBQ0MAAAAIFqPhAw==,6,1,0,13,22
ZG4ACGTBQ0MAAAAIFqPhAw==,1,0,2,13,13
ZG4ACGTBQ0MAAAAIFqPhAw==,1,0,2,13,19
ZG4ACGTBQ0MAAAAIFqPhAw==,1,0,2,13,13
ZG4ACGTO7woAAAAIBKU4Aw==,9,1,0,22,0
ZG4ACGTO7woAAAAIBKU4Aw==,22,2,6,15,4
ZG4ACGTO7woAAAAIBKU4Aw==,9,1,0,22,0
ZG4ACGTO7woAAAAIBKU4Aw==,22,2,6,15,4
ZG4ACGTj46IAAAAIBLLhAw==,17,1,1,10,8
ZG4ACGTj46IAAAAIBLLhAw==,17,1,1,10,22
ZG4ACGTj46IAAAAIBLLhAw==,17,1,1,10,8
ZG4ACGTj46IAAAAIBLLhAw==,2,1,3,10,8
ZG4ACGTj46IAAAAIBLLhAw==,4,1,5,10,22
ZG4ACGTj46IAAAAIBLLhAw==,20,1,4,15,22
ZG4ACGTj46IAAAAIBLLhAw==,23,2,0,15,22
ZG4ACGTvEW8AAAAIBFHLAw==,26,2,1,15,16
ZG4ACGTvEW8AAAAIBFHLAw==,28,0,5,7,7
ZG4ACGTvEW8AAAAIBFHLAw==,28,0,5,7,7
ZG4ACGTvEW8AAAAIBFHLAw==,28,0,5,7,1
ZG4ACGTvEW8AAAAIBFHLAw==,1,2,2,15,16
ZG4ACGTvEW8AAAAIBFHLAw==,1,2,2,15,16
ZG4ACGTvLzYAAAAIDdYCAw==,12,1,3,15,4
ZG4ACGTvLzYAAAAIDdYCAw==,3,1,4,17,0
ZG4ACGTvLzYAAAAIDdYCAw==,6,1,0,4,4
ZG4ACGTvLzYAAAAIDdYCAw==,12,1,3,15,4
ZG4ACGTvLzYAAAAIDdYCAw==,3,1,4,17,0
ZG4ACGTvLzYAAAAIDdYCAw==,4,0,5,4,4
ZG4ACGTvLzYAAAAIDdYCAw==,4,0,5,4,1
ZG4ACGTvLzYAAAAIDdYCAw==,4,0,5,4,4
ZG4ACGUSBhQAAAAIHOheAw==,30,1,0,2,16
ZG4ACGUSBhQAAAAIHOheAw==,8,1,6,2,21
ZG4ACGUSBhQAAAAIHOheAw==,29,1,6,2,21
ZG4ACGUSBhQAAAAIHOheAw==,16,1,0,2,7
ZG4ACGUSBhQAAAAIHOheAw==,9,1,0,2,2
ZG4ACGUSBhQAAAAIHOheAw==,23,1,0,2,7
ZG4ACGUSBhQAAAAIHOheAw==,29,1,6,2,16
ZG4ACGUSBhQAAAAIHOheAw==,30,1,0,2,9
ZG4ACGUSBhQAAAAIHOheAw==,16,1,0,2,2
ZG4ACGUSBhQAAAAIHOheAw==,16,1,0,2,21
ZG4ACGUSBhQAAAAIHOheAw==,16,1,0,2,2
ZG4ACGUSBhQAAAAIHOheAw==,16,1,0,2,2
ZG4ACGUSBhQAAAAIHOheAw==,29,1,6,2,21
ZG4ACGUSBhQAAAAIHOheAw==,11,0,2,10,1
ZG4ACGUSBhQAAAAIHOheAw==,11,0,2,10,4
ZG4ACGUSBhQAAAAIHOheAw==,11,0,2,10,7
ZG4ACGUSBhQAAAAIHOheAw==,16,1,0,2,7
ZG4ACGUSBhQAAAAIHOheAw==,23,1,0,2,7
ZG4ACGUpGPcAAAAJFU5DAw==,17,0,1,4,16
ZG4ACGUpGPcAAAAJFU5DAw==,17,0,1,4,16
ZG4ACGUpGPcAAAAJFU5DAw==,1,2,2,24,4
ZG4ACGUpGPcAAAAJFU5DAw==,1,2,2,24,4
ZG4ACGUpGPcAAAAJFU5DAw==,3,0,4,4,16
ZG4ACGVWwKkAAAAIBhnRAw==,30,1,0,4,4
ZG4ACGVWwKkAAAAIBhnRAw==,30,1,0,4,17
ZG4ACGVWwKkAAAAIBhnRAw==,7,1,1,4,17
ZG4ACGVWwKkAAAAIBhnRAw==,30,1,0,4,4
ZG4ACGVWwKkAAAAIBhnRAw==,2,1,3,22,4
ZG4ACGVWwKkAAAAIBhnRAw==,2,1,3,22,11
ZG4ACGVWwKkAAAAIBhnRAw==,2,1,3,22,4
ZG4ACGVWwKkAAAAIBhnRAw==,2,1,3,22,11
ZG4ACGVjpnIAAAAIDMZ8Aw==,9,1,0,23,22
ZG4ACGVjpnIAAAAIDMZ8Aw==,9,1,0,23,22
ZG4ACGVjpnIAAAAIDMZ8Aw==,12,1,3,10,4
ZG4ACGVjpnIAAAAIDMZ8Aw==,9,1,0,23,22
ZG4ACGVjpnIAAAAIDMZ8Aw==,13,1,4,10,7
ZG4ACGVjpnIAAAAIDMZ8Aw==,12,1,3,10,4
ZG4ACGWC8BwAAAAIFmpVAw==,3,0,4,12,23
ZG4ACGWC8BwAAAAIFmpVAw==,3,0,4,12,23
ZG4ACGWC8BwAAAAIFmpVAw==,3,0,4,12,16
ZG4ACGWC8BwAAAAIFmpVAw==,5,1,6,21,4
ZG4ACGWC8BwAAAAIFmpVAw==,5,1,6,21,11
ZG4ACWQFQrEAAAAIIdm/Aw==,1,0,2,4,2
ZG4ACWQFQrEAAAAIIdm/Aw==,1,0,2,4,16
ZG4ACWQFQrEAAAAIIdm/Aw==,1,0,2,4,16
ZG4ACWQFQrEAAAAIIdm/Aw==,0,2,1,0,21
ZG4ACWQFQrEAAAAIIdm/Aw==,0,2,1,0,16
ZG4ACWQFQrEAAAAIIdm/Aw==,0,2,1,0,21
ZG4ACWRPubIAAAAIBQtsAw==,14,1,5,4,18
ZG4ACWRPubIAAAAIBQtsAw==,12,1,3,13,6
ZG4ACWRPubIAAAAIBQtsAw==,12,1,3,4,18
ZG4ACWRPubIAAAAIBQtsAw==,12,1,3,4,6
ZG4ACWRPubIAAAAIBQtsAw==,12,1,3,4,6
ZG4ACWRPubIAAAAIBQtsAw==,12,1,3,4,18
ZG4ACWRPubIAAAAIBQtsAw==,14,1,5,4,18
ZG4ACWRPubIAAAAIBQtsAw==,12,1,3,13,13
ZG4ACWRPubIAAAAIBQtsAw==,12,1,3,4,18
ZG4ACWRPubIAAAAIBQtsAw==,26,1,1,21,20
ZG4ACWRPubIAAAAIBQtsAw==,12,1,3,13,13
ZG4ACWRPubIAAAAIBQtsAw==,12,1,3,13,6
ZG4ACWRPubIAAAAIBQtsAw==,12,1,3,13,6
ZG4ACWRPubIAAAAIBQtsAw==,26,1,1,21,20
ZG4ACWRPubIAAAAIBQtsAw==,12,1,3,13,13
ZG4ACWRPx/gAAAAICGG4Aw==,3,2,4,15,1
ZG4ACWRPx/gAAAAICGG4Aw==,3,2,4,15,1
ZG4ACWRPx/gAAAAICGG4Aw==,3,2,4,15,1
ZG4ACWRPx/gAAAAICGG4Aw==,1,1,2,1,1
ZG4ACWRPx/gAAAAICGG4Aw==,1,1,2,1,1
ZG4ACWRPx/gAAAAICGG4Aw==,2,1,3,15,22
ZG4ACWRZoGkAAAAIbY6zAw==,4,1,5,4,23
ZG4ACWRZoGkAAAAIbY6zAw==,12,1,3,15,12
ZG4ACWRZoGkAAAAIbY6zAw==,22,1,6,15,12
ZG4ACWRZoGkAAAAIbY6zAw==,22,1,6,15,13
ZG4ACWRZoGkAAAAIbY6zAw==,3,1,4,15,1
ZG4ACWRZoGkAAAAIbY6zAw==,10,1,6,15,4
ZG4ACWRZoGkAAAAIbY6zAw==,10,1,6,15,23
ZG4ACWRZoGkAAAAIbY6zAw==,11,1,2,4,21
ZG4ACWRZoGkAAAAIbY6zAw==,12,1,3,4,23
ZG4ACWRZoGkAAAAIbY6zAw==,21,1,5,15,5
ZG4ACWRZoGkAAAAIbY6zAw==,11,1,2,4,23
ZG4ACWRZoGkAAAAIbY6zAw==,12,1,3,15,13
ZG4ACWS8eV0AAAAINtdqAw==,19,1,3,5,0
ZG4ACWS8eV0AAAAINtdqAw==,30,1,0,3,5
ZG4ACWS8eV0AAAAINtdqAw==,28,1,5,3,4
ZG4ACWS8eV0AAAAINtdqAw==,30,0,0,5,0
ZG4ACWS8eV0AAAAINtdqAw==,5,2,6,5,0
ZG4ACWS8eV0AAAAINtdqAw==,16,0,0,5,0
ZG4ACWS8eV0AAAAINtdqAw==,11,1,2,3,1
ZG4ACWS8eV0AAAAINtdqAw==,30,1,0,5,5
ZG4ACWS8eV0AAAAINtdqAw==,5,1,6,5,5
ZG4ACWS8eV0AAAAINtdqAw==,28,1,5,3,5
ZG4ACWS8eV0AAAAINtdqAw==,5,1,6,5,5
ZG4ACWS8eV0AAAAINtdqAw==,5,2,6,5,5
ZG4ACWS8eV0AAAAINtdqAw==,5,2,6,5,5
ZG4ACWSQn7wAAAAIIvTFAw==,21,1,5,13,12
ZG4ACWSQn7wAAAAIIvTFAw==,17,1,1,13,12
ZG4ACWSQn7wAAAAIIvTFAw==,20,1,4,13,13
ZG4ACWSQn7wAAAAIIvTFAw==,29,1,6,13,13
ZG4ACWSQn7wAAAAIIvTFAw==,8,1,6,13,19
ZG4ACWSQn7wAAAAIIvTFAw==,29,1,6,4,4
ZG4ACWSQn7wAAAAIIvTFAw==,29,1,6,4,1
ZG4ACWSQn7wAAAAIIvTFAw==,3,1,4,13,13
ZG4ACWSQn7wAAAAIIvTFAw==,27,1,4,13,12
ZG4ACWSQn7wAAAAIIvTFAw==,2,1,3,13,12
ZG4ACWSnYi0AAAAICkcWAw==,16,1,0,14,12
ZG4ACWSnYi0AAAAICkcWAw==,3,1,4,0,12
ZG4ACWSnYi0AAAAICkcWAw==,1,2,2,0,15
ZG4ACWSnYi0AAAAICkcWAw==,10,1,6,14,12
ZG4ACWSnYi0AAAAICkcWAw==,15,1,6,14,15
ZG4ACWSnYi0AAAAICkcWAw==,5,1,6,14,12
ZG4ACWSnYi0AAAAICkcWAw==,5,1,6,14,15
ZG4ACWSnYi0AAAAICkcWAw==,0,1,1,0,12
ZG4ACWSnYi0AAAAICkcWAw==,18,1,2,0,12
ZG4ACWSnYi0AAAAICkcWAw==,27,0,4,14,12
ZG4ACWSnYi0AAAAICkcWAw==,4,1,5,0,15
ZG4ACWSnYi0AAAAICkcWAw==,7,1,1,14,12
ZG4ACWSnYi0AAAAICkcWAw==,28,1,5,0,12
ZG4ACWSnYi0AAAAICkcWAw==,2,2,3,0,15
ZG4ACWSnYi0AAAAICkcWAw==,27,0,4,0,15
ZG4ACWSnYi0AAAAICkcWAw==,27,2,4,14,12
ZG4ACWSnYi0AAAAICkcWAw==,7,1,1,0,12
ZG4ACWSnYi0AAAAICkcWAw==,28,2,5,14,15
ZG4ACWSu4aAAAAAIDScHAw==,11,1,2,14,12
ZG4ACWSu4aAAAAAIDScHAw==,11,1,2,14,15
ZG4ACWSu4aAAAAAIDScHAw==,14,1,5,4,4
ZG4ACWSu4aAAAAAIDScHAw==,13,1,4,4,4
ZG4ACWSu4aAAAAAIDScHAw==,14,1,5,4,4
ZG4ACWSu4aAAAAAIDScHAw==,14,1,5,4,4
ZG4ACWT+UO4AAAAJC3GzAw==,4,1,5,15,1
ZG4ACWT+UO4AAAAJC3GzAw==,6,1,0,13,4
ZG4ACWT+UO4AAAAJC3GzAw==,6,1,0,13,4
ZG4ACWT+UO4AAAAJC3GzAw==,6,1,0,13,14
ZG4ACWT+UO4AAAAJC3GzAw==,3,1,4,15,14
ZG4ACWT+UO4AAAAJC3GzAw==,4,1,5,15,1
ZG4ACWT+UO4AAAAJC3GzAw==,4,1,5,15,1
ZG4ACWUDx88AAAAIFRX0Aw==,28,2,5,13,22
ZG4ACWUDx88AAAAIFRX0Aw==,2,2,3,2,2
ZG4ACWUDx88AAAAIFRX0Aw==,2,2,3,2,2
ZG4ACWUDx88AAAAIFRX0Aw==,27,1,4,13,22
ZG4ACWUDx88AAAAIFRX0Aw==,2,2,3,2,2
ZG4ACWUDx88AAAAIFRX0Aw==,19,0,3,2,2
ZG4ACWUDx88AAAAIFRX0Aw==,27,1,4,13,22
ZG4ACWUDx88AAAAIFRX0Aw==,12,1,3,22,21
ZG4ACWUDx88AAAAIFRX0Aw==,0,0,1,22,15
ZG4ACWUq4GwAAAAIA2ErAw==,24,1,1,4,2
ZG4ACWUq4GwAAAAIA2ErAw==,13,1,4,4,16
ZG4ACWUq4GwAAAAIA2ErAw==,28,1,5,4,16
ZG4ACWUq4GwAAAAIA2ErAw==,28,2,5,4,16
ZG4ACWUq4GwAAAAIA2ErAw==,30,1,0,3,2
ZG4ACWUq4GwAAAAIA2ErAw==,30,1,0,3,16
ZG4ACWUq4GwAAAAIA2ErAw==,15,1,6,4,16
ZG4ACWVK9fcAAAAIAxI5Aw==,19,1,3,15,22
ZG4ACWVK9fcAAAAIAxI5Aw==,27,0,4,15,22
ZG4ACWVK9fcAAAAIAxI5Aw==,11,1,2,13,9
ZG4ACWVK9fcAAAAIAxI5Aw==,4,0,5,13,9
ZG4ACWVK9fcAAAAIAxI5Aw==,4,0,5,13,9
ZG4ACWVK9fcAAAAIAxI5Aw==,4,0,5,13,16
ZG4ACWVK9fcAAAAIAxI5Aw==,4,0,5,13,16
ZG4ACWVn/ZkAAAAIAxnVAw==,1,1,2,9,21
ZG4ACWVn/ZkAAAAIAxnVAw==,1,1,2,9,21
ZG4ACWVn/ZkAAAAIAxnVAw==,5,1,6,0,8
ZG4ACWVn/ZkAAAAIAxnVAw==,5,1,6,0,8
ZG4ACWVohNIAAAAIBdxRAw==,13,0,4,0,14
ZG4ACWVohNIAAAAIBdxRAw==,3,1,4,0,14
ZG4ACWVohNIAAAAIBdxRAw==,1,1,2,0,14
ZG4ACWVohNIAAAAIBdxRAw==,30,1,0,0,14
ZG4ACWVohNIAAAAIBdxRAw==,4,1,5,17,16
ZG4ACWVohNIAAAAIBdxRAw==,4,1,5,17,16
ZG4ACWVohNIAAAAIBdxRAw==,6,1,0,0,14
ZG4ACWVohNIAAAAIBdxRAw==,20,1,4,0,14
ZG4ACWVohNIAAAAIBdxRAw==,2,2,3,0,9
ZG4ACWVznNwAAAAICTXqAw==,0,1,1,5,5
ZG4ACWVznNwAAAAICTXqAw==,0,1,1,5,13
ZG4ACWVznNwAAAAICTXqAw==,27,1,4,13,12
ZG4ACWVznNwAAAAICTXqAw==,0,1,1,14,13
ZG4ACWVznNwAAAAICTXqAw==,18,1,2,13,4
ZG4ACWVznNwAAAAICTXqAw==,27,1,4,13,12
ZG4ACWVznNwAAAAICTXqAw==,0,1,1,14,4
ZG4ACWVznNwAAAAICTXqAw==,9,3,0,13,13
ZG4ACWVznNwAAAAICTXqAw==,0,1,1,5,5
ZG4ACWVznNwAAAAICTXqAw==,0,1,1,14,13
ZG4ACWWAtvgAAAAJBBpNAw==,3,1,4,4,16
ZG4ACWWAtvgAAAAJBBpNAw==,3,1,4,4,16
ZG4ACWWAtvgAAAAJBBpNAw==,21,1,5,6,6
ZG4ACWWAtvgAAAAJBBpNAw==,0,2,1,6,6
ZG4ACWWAtvgAAAAJBBpNAw==,30,1,0,4,16
ZG4ACWWAtvgAAAAJBBpNAw==,30,1,0,4,16
ZG4ACWWAtvgAAAAJBBpNAw==,19,2,3,4,2
ZG4ACWWAtvgAAAAJBBpNAw==,19,2,3,4,16
ZG4ACWWAtvgAAAAJBBpNAw==,5,1,6,4,16
ZG4ACWWAtvgAAAAJBBpNAw==,24,2,1,4,16
ZG4ACWWAtvgAAAAJBBpNAw==,21,1,5,6,6
ZG4ACWWAtvgAAAAJBBpNAw==,19,0,3,6,6
ZG4ACWWAtvgAAAAJBBpNAw==,19,1,3,6,6
ZG4ACWWBtIkAAAAIBPppAw==,1,1,2,4,9
ZG4ACWWBtIkAAAAIBPppAw==,1,1,2,4,13
ZG4ACWWBtIkAAAAIBPppAw==,27,1,4,0,9
ZG4ACWWBtIkAAAAIBPppAw==,30,1,0,0,4
ZG4ACWWBtIkAAAAIBPppAw==,30,1,0,4,4
ZG4ACWWCD1sAAAAIBl4FAw==,22,2,6,22,4
ZG4ACWWCD1sAAAAIBl4FAw==,20,2,4,12,5
ZG4ACWWCD1sAAAAIBl4FAw==,20,2,4,12,12
ZG4ACWWCD1sAAAAIBl4FAw==,20,2,4,12,12
ZG4ACWWCD1sAAAAIBl4FAw==,22,2,6,22,5
ZG4ACWWCD1sAAAAIBl4FAw==,22,2,6,22,5
ZG4ACmR80xYAAAAII8wqAw==,16,2,0,17,16
ZG4ACmR80xYAAAAII8wqAw==,6,1,0,3,16
ZG4ACmR80xYAAAAII8wqAw==,6,1,0,3,20
ZG4ACmR80xYAAAAII8wqAw==,22,1,6,3,3
ZG4ACmR80xYAAAAII8wqAw==,19,1,3,17,16
ZG4ACmR80xYAAAAII8wqAw==,14,1,5,17,0
ZG4ACmRKoIQAAAAIFsNJAw==,17,2,1,24,3
ZG4ACmRKoIQAAAAIFsNJAw==,17,2,1,24,2
ZG4ACmRKoIQAAAAIFsNJAw==,17,2,1,24,0
ZG4ACmRKoIQAAAAIFsNJAw==,17,2,1,24,2
ZG4ACmRKoIQAAAAIFsNJAw==,15,1,6,0,15
ZG4ACmRKoIQAAAAIFsNJAw==,16,0,0,24,3
ZG4ACmRKoIQAAAAIFsNJAw==,15,1,6,0,15
ZG4ACmRLEkEAAAAIPwx3Aw==,20,1,4,12,13
ZG4ACmRLEkEAAAAIPwx3Aw==,20,1,4,12,4
ZG4ACmRLEkEAAAAIPwx3Aw==,28,0,5,13,9
ZG4ACmRLEkEAAAAIPwx3Aw==,28,0,5,13,13
ZG4ACmRLEkEAAAAIPwx3Aw==,28,0,5,13,9
ZG4ACmRLEkEAAAAIPwx3Aw==,28,0,5,13,13
ZG4ACmRV4igAAAAIJuI2Aw==,25,0,2,4,18
ZG4ACmRV4igAAAAIJuI2Aw==,20,1,4,24,15
ZG4ACmRV4igAAAAIJuI2Aw==,30,0,0,4,16
ZG4ACmRV4igAAAAIJuI2Aw==,25,3,2,4,7
ZG4ACmRV4igAAAAIJuI2Aw==,25,3,2,24,4
ZG4ACmRV4igAAAAIJuI2Aw==,25,3,2,24,23
ZG4ACmRV4igAAAAIJuI2Aw==,24,1,1,4,2
ZG4ACmRV4igAAAAIJuI2Aw==,0,1,1,4,16
ZG4ACmRV4igAAAAIJuI2Aw==,15,0,6,4,9
ZG4ACmRnfXUAAAAICjR7Aw==,12,1,3,0,9
ZG4ACmRnfXUAAAAICjR7Aw==,12,1,3,0,14
ZG4ACmRnfXUAAAAICjR7Aw==,12,1,3,10,8
ZG4ACmRnfXUAAAAICjR7Aw==,4,1,5,10,8
ZG4ACmRnfXUAAAAICjR7Aw==,2,0,3,0,14
ZG4ACmSRA0wAAAAIRxPbAw==,19,1,3,15,20
ZG4ACmSRA0wAAAAIRxPbAw==,19,1,3,15,20
ZG4ACmSRA0wAAAAIRxPbAw==,20,1,4,15,8
ZG4ACmSRA0wAAAAIRxPbAw==,20,1,4,15,20
ZG4ACmSRA0wAAAAIRxPbAw==,27,1,4,15,20
ZG4ACmSRA0wAAAAIRxPbAw==,19,1,3,15,20
ZG4ACmSRA0wAAAAIRxPbAw==,19,1,3,15,20
ZG4ACmSRA0wAAAAIRxPbAw==,12,1,3,21,14
ZG4ACmSRA0wAAAAIRxPbAw==,12,1,3,21,20
ZG4ACmSRA0wAAAAIRxPbAw==,24,1,1,5,22
ZG4ACmSRA0wAAAAIRxPbAw==,20,1,4,15,14
ZG4ACmSRA0wAAAAIRxPbAw==,20,1,4,15,14
ZG4ACmSRA0wAAAAIRxPbAw==,26,1,3,5,5
ZG4ACmSRA0wAAAAIRxPbAw==,23,1,0,5,22
ZG4ACmSRA0wAAAAIRxPbAw==,20,1,4,15,8
ZG4ACmSRA0wAAAAIRxPbAw==,27,1,4,15,20
ZG4ACmSRA0wAAAAIRxPbAw==,1,1,2,15,20
ZG4ACmSRA0wAAAAIRxPbAw==,18,1,2,15,20
ZG4ACmSRA0wAAAAIRxPbAw==,20,1,4,15,20
ZG4ACmSRA0wAAAAIRxPbAw==,27,1,4,15,20
ZG4ACmSRA0wAAAAIRxPbAw==,20,1,4,15,20
ZG4ACmSRA0wAAAAIRxPbAw==,1,1,2,15,20
ZG4ACmSRA0wAAAAIRxPbAw==,24,1,1,5,8
ZG4ACmSRA0wAAAAIRxPbAw==,24,1,1,5,15
ZG4ACmSRA0wAAAAIRxPbAw==,20,1,4,15,14
ZG4ACmSRA0wAAAAIRxPbAw==,27,1,4,15,20
ZG4ACmSRA0wAAAAIRxPbAw==,20,1,4,15,20
ZG4ACmSRA0wAAAAIRxPbAw==,20,1,4,15,20
ZG4ACmSRA0wAAAAIRxPbAw==,20,1,4,15,20
ZG4ACmSREpoAAAAIS4s6Aw==,27,2,4,19,4
ZG4ACmSREpoAAAAIS4s6Aw==,27,2,4,19,4
ZG4ACmSREpoAAAAIS4s6Aw==,20,1,4,22,2
ZG4ACmSREpoAAAAIS4s6Aw==,20,1,4,22,2
ZG4ACmSREpoAAAAIS4s6Aw==,20,2,4,0,2
ZG4ACmSREpoAAAAIS4s6Aw==,20,2,4,0,2
ZG4ACmSvEy8AAAAIHmncAw==,12,0,3,12,0
