estid,os,deviceType,li_age,li_gender,li_income,city_location,city_size,city_tech,city_urban,organization
ZHIAB2RFFOMAAAAICBKAAw==,0,1,3,1,1,2,0,0,2,0
ZHIAB2RFFOMAAAAICBKAAw==,0,1,3,1,1,2,0,0,2,0
ZHIAB2Sh2yUAAAAJInOpAw==,0,1,2,1,3,3,0,0,2,0
ZHIAB2Sh2yUAAAAJInOpAw==,0,1,2,1,3,3,0,0,2,0
ZHIAB2Sh2yUAAAAJInOpAw==,0,1,2,1,3,3,0,0,2,0
ZHIAB2Sh2yUAAAAJInOpAw==,0,1,2,1,3,3,0,0,2,0
ZHIAB2Sh2yUAAAAJInOpAw==,0,1,2,1,3,3,0,0,2,0
ZHIAB2Sh2yUAAAAJInOpAw==,0,1,2,1,3,3,0,0,2,0
ZHIAB2Sh3+0AAAAJI8vqAw==,0,1,2,1,0,0,2,0,1,0
ZHIAB2Sh3+0AAAAJI8vqAw==,0,1,2,1,0,0,2,0,1,0
ZHIAB2Sh3+0AAAAJI8vqAw==,0,1,2,1,0,0,2,0,1,0
ZHIAB2Sh3+0AAAAJI8vqAw==,0,1,2,1,0,0,2,0,1,0
ZHIAB2Sh3+0AAAAJI8vqAw==,0,1,2,1,0,0,2,0,1,0
ZHIAB2Sh3+0AAAAJI8vqAw==,0,1,2,1,0,0,2,0,1,0
ZHIAB2Sh3+0AAAAJI8vqAw==,0,1,2,1,0,0,2,0,1,0
ZHIAB2Sh3+0AAAAJI8vqAw==,0,1,2,1,0,0,2,0,1,0
ZHIAB2Sh3+0AAAAJI8vqAw==,0,1,2,1,0,0,2,0,1,0
ZHIAB2Sh3+0AAAAJI8vqAw==,0,1,2,1,0,0,2,0,1,0
ZHIAB2Sh3+0AAAAJI8vqAw==,0,1,2,1,0,0,2,0,1,0
ZHIAB2Sh3+0AAAAJI8vqAw==,0,1,2,1,0,0,2,0,1,0
ZHIAB2SmlOMAAAAIK310Aw==,0,1,3,1,4,2,0,0,1,0
ZHIAB2SmlOMAAAAIK310Aw==,0,1,3,1,4,2,0,0,1,0
ZHIAB2SmlOMAAAAIK310Aw==,0,1,3,1,4,2,0,0,1,0
ZHIAB2SmlOMAAAAIK310Aw==,0,1,3,1,4,2,0,0,1,0
ZHIAB2SmlOMAAAAIK310Aw==,0,1,3,1,4,2,0,0,1,0
ZHIAB2SmlOMAAAAIK310Aw==,0,1,3,1,4,2,0,0,1,0
ZHIAB2SmlOMAAAAIK310Aw==,0,1,3,1,4,2,0,0,1,0
ZHIAB2SmlOMAAAAIK310Aw==,0,1,3,1,4,2,0,0,1,0
ZHIAB2SmlOMAAAAIK310Aw==,0,1,3,1,4,2,0,0,1,0
ZHIAB2SmlOMAAAAIK310Aw==,0,1,3,1,4,2,0,0,1,0
ZHIAB2SmlOMAAAAIK310Aw==,0,1,3,1,4,2,0,0,1,0
ZHIAB2SmlOMAAAAIK310Aw==,0,1,3,1,4,2,0,0,1,0
ZHIAB2T/XxwAAAAIBkJmAw==,0,1,5,1,0,2,0,0,1,0
ZHIAB2T/XxwAAAAIBkJmAw==,0,1,5,1,0,2,0,0,1,0
ZHIAB2T/XxwAAAAIBkJmAw==,0,1,5,1,0,2,0,0,1,0
ZHIAB2T/XxwAAAAIBkJmAw==,0,1,5,1,0,2,0,0,1,0
ZHIAB2T/XxwAAAAIBkJmAw==,0,1,5,1,0,2,0,0,1,0
ZHIAB2T/XxwAAAAIBkJmAw==,0,1,5,1,0,2,0,0,1,0
ZHIAB2T/XxwAAAAIBkJmAw==,0,1,5,1,0,2,0,0,1,0
ZHIAB2T/XxwAAAAIBkJmAw==,0,1,5,1,0,2,0,0,1,0
ZHIAB2T/XxwAAAAIBkJmAw==,0,1,5,1,0,2,0,0,1,0
ZHIAB2T/XxwAAAAIBkJmAw==,0,1,5,1,0,2,0,0,1,0
ZHIAB2T/XxwAAAAIBkJmAw==,0,1,5,1,0,2,0,0,1,0
ZHIAB2T/XxwAAAAIBkJmAw==,0,1,5,1,0,2,0,0,1,0
ZHIAB2T/XxwAAAAIBkJmAw==,0,1,5,1,0,2,0,0,1,0
ZHIAB2T/XxwAAAAIBkJmAw==,0,1,5,1,0,2,0,0,1,0
ZHIAB2T/XxwAAAAIBkJmAw==,0,1,5,1,0,2,0,0,1,0
ZHIAB2T/XxwAAAAIBkJmAw==,0,1,5,1,0,2,0,0,1,0
ZHIAB2T/XxwAAAAIBkJmAw==,0,1,5,1,0,2,0,0,1,0
ZHIAB2T/XxwAAAAIBkJmAw==,0,1,5,1,0,2,0,0,1,0
ZHIAB2T/XxwAAAAIBkJmAw==,0,1,5,1,0,2,0,0,1,0
ZHIAB2T/XxwAAAAIBkJmAw==,0,1,5,1,0,2,0,0,1,0
ZHIAB2T/XxwAAAAIBkJmAw==,0,1,5,1,0,2,0,0,1,0
ZHIAB2T/XxwAAAAIBkJmAw==,0,1,5,1,0,2,0,0,1,0
ZHIAB2T/XxwAAAAIBkJmAw==,0,1,5,1,0,2,0,0,1,0
ZHIAB2T/XxwAAAAIBkJmAw==,0,1,5,1,0,2,0,0,1,0
ZHIAB2T/XxwAAAAIBkJmAw==,0,1,5,1,0,2,0,0,1,0
ZHIAB2T/XxwAAAAIBkJmAw==,0,1,5,1,0,2,0,0,1,0
ZHIAB2T/XxwAAAAIBkJmAw==,0,1,5,1,0,2,0,0,1,0
ZHIAB2Tp7s0AAAAIBqJcAw==,0,1,1,0,1,1,0,0,2,0
ZHIAB2Tp7s0AAAAIBqJcAw==,0,1,1,0,1,1,0,0,2,0
ZHIAB2Tp7s0AAAAIBqJcAw==,0,1,1,0,1,1,0,0,2,0
ZHIAB2Tp7s0AAAAIBqJcAw==,0,1,1,0,1,1,0,0,2,0
ZHIAB2Tp7s0AAAAIBqJcAw==,0,1,1,0,1,1,0,0,2,0
ZHIAB2UQnoAAAAAIGICyAw==,1,0,3,0,0,2,0,0,2,0
ZHIAB2UQnoAAAAAIGICyAw==,1,0,3,0,0,2,0,0,2,0
ZHIAB2UQnoAAAAAIGICyAw==,1,0,3,0,0,2,0,0,2,0
ZHIAB2UQnoAAAAAIGICyAw==,1,0,3,0,0,2,0,0,2,0
ZHIAB2UU1H8AAAAJH4/FAw==,4,0,4,0,3,0,0,0,2,0
ZHIAB2UU1H8AAAAJH4/FAw==,4,0,4,0,3,0,0,0,2,0
ZHIAB2UU1H8AAAAJH4/FAw==,4,0,4,0,3,0,0,0,2,0
ZHIAB2UU1H8AAAAJH4/FAw==,4,0,4,0,3,0,0,0,2,0
ZHIAB2UU1H8AAAAJH4/FAw==,4,0,4,0,3,0,0,0,2,0
ZHIAB2UUD8wAAAAIBU26Aw==,0,1,5,0,3,2,1,1,1,0
ZHIAB2UUD8wAAAAIBU26Aw==,0,1,5,0,3,2,1,1,1,0
ZHIAB2UUD8wAAAAIBU26Aw==,0,1,5,0,3,2,1,1,1,0
ZHIAB2UUD8wAAAAIBU26Aw==,0,1,5,0,3,2,1,1,1,0
ZHIAB2UUD8wAAAAIBU26Aw==,0,1,5,0,3,2,1,1,1,0
ZHIAB2UUD8wAAAAIBU26Aw==,0,1,5,0,3,2,1,1,1,0
ZHIAB2Uyoy4AAAAIBAIQAw==,4,0,5,0,3,0,2,0,1,0
ZHIAB2Uyoy4AAAAIBAIQAw==,4,0,5,0,3,0,2,0,1,0
ZHIAB2Uyoy4AAAAIBAIQAw==,4,0,5,0,3,0,2,0,1,0
ZHIAB2Uyoy4AAAAIBAIQAw==,4,0,5,0,3,0,2,0,1,0
ZHIAB2Uyoy4AAAAIBAIQAw==,4,0,5,0,3,0,2,0,1,0
ZHIAB2Uyoy4AAAAIBAIQAw==,4,0,5,0,3,0,2,0,1,0
ZHIAB2Uyoy4AAAAIBAIQAw==,4,0,5,0,3,0,2,0,1,0
ZHIAB2V3KSMAAAAIA8FmAw==,4,0,5,1,3,0,1,1,1,1
ZHIAB2V3KSMAAAAIA8FmAw==,4,0,5,1,3,0,1,1,1,1
ZHIAB2V3KSMAAAAIA8FmAw==,4,0,5,1,3,0,1,1,1,1
ZHIAB2V3KSMAAAAIA8FmAw==,4,0,5,1,3,0,1,1,1,1
ZHIABGP7ZsYAAAAIWmD4Aw==,0,1,1,0,3,2,0,0,1,0
ZHIABGP7ZsYAAAAIWmD4Aw==,0,1,1,0,3,2,0,0,1,0
ZHIABGP7ZsYAAAAIWmD4Aw==,0,1,1,0,3,2,0,0,1,0
ZHIABGP7ZsYAAAAIWmD4Aw==,0,1,1,0,3,2,0,0,1,0
ZHIABGP7ZsYAAAAIWmD4Aw==,0,1,1,0,3,2,0,0,1,0
ZHIABGP7ZsYAAAAIWmD4Aw==,0,1,1,0,3,2,0,0,1,0
ZHIABGP7ZsYAAAAIWmD4Aw==,0,1,1,0,3,2,0,0,1,0
ZHIABGPIIOkAAAAIEM6oAw==,1,0,3,1,2,2,1,0,2,3
ZHIABGPIIOkAAAAIEM6oAw==,1,0,3,1,2,2,1,0,2,3
ZHIABGPIIOkAAAAIEM6oAw==,1,0,3,1,2,2,1,0,2,3
ZHIABGPIIOkAAAAIEM6oAw==,1,0,3,1,2,2,1,0,2,3
ZHIABGPIIOkAAAAIEM6oAw==,1,0,3,1,2,2,1,0,2,3
ZHIABGPIIOkAAAAIEM6oAw==,1,0,3,1,2,2,1,0,2,3
ZHIABGPIIOkAAAAIEM6oAw==,1,0,3,1,2,2,1,0,2,3
ZHIABGPIIOkAAAAIEM6oAw==,1,0,3,1,2,2,1,0,2,3
ZHIABGPIIOkAAAAIEM6oAw==,1,0,3,1,2,2,1,0,2,3
ZHIABGPIpzcAAAAIHucpAw==,0,1,5,1,3,0,1,0,1,0
ZHIABGPIpzcAAAAIHucpAw==,0,1,5,1,3,0,1,0,1,0
ZHIABGPIpzcAAAAIHucpAw==,0,1,5,1,3,0,1,0,1,0
ZHIABGPIpzcAAAAIHucpAw==,0,1,5,1,3,0,1,0,1,0
ZHIABGPIpzcAAAAIHucpAw==,0,1,5,1,3,0,1,0,1,0
ZHIABGPIpzcAAAAIHucpAw==,0,1,5,1,3,0,1,0,1,0
ZHIABGPIpzcAAAAIHucpAw==,0,1,5,1,3,0,1,0,1,0
ZHIABGPIpzcAAAAIHucpAw==,0,1,5,1,3,0,1,0,1,0
ZHIABGPpQFgAAAAIJm8iAw==,0,1,5,0,5,0,0,0,2,0
ZHIABGPpQFgAAAAIJm8iAw==,0,1,5,0,5,0,0,0,2,0
ZHIABGPpQFgAAAAIJm8iAw==,0,1,5,0,5,0,0,0,2,0
ZHIABGPpQFgAAAAIJm8iAw==,0,1,5,0,5,0,0,0,2,0
ZHIABGPpQFgAAAAIJm8iAw==,0,1,5,0,5,0,0,0,2,0
ZHIABGPpQFgAAAAIJm8iAw==,0,1,5,0,5,0,0,0,2,0
ZHIABGPpQFgAAAAIJm8iAw==,0,1,5,0,5,0,0,0,2,0
ZHIABGPpQFgAAAAIJm8iAw==,0,1,5,0,5,0,0,0,2,0
ZHIABGQ574sAAAAIPINbAw==,1,1,5,0,3,2,1,0,1,0
ZHIABGQ574sAAAAIPINbAw==,1,1,5,0,3,2,1,0,1,0
ZHIABGQ574sAAAAIPINbAw==,1,1,5,0,3,2,1,0,1,0
ZHIABGQ574sAAAAIPINbAw==,1,1,5,0,3,2,1,0,1,0
ZHIABGQ574sAAAAIPINbAw==,1,1,5,0,3,2,1,0,1,0
ZHIABGQ574sAAAAIPINbAw==,1,1,5,0,3,2,1,0,1,0
ZHIABGQ574sAAAAIPINbAw==,1,1,5,0,3,2,1,0,1,0
ZHIABGQ574sAAAAIPINbAw==,1,1,5,0,3,2,1,0,1,0
ZHIABGQ574sAAAAIPINbAw==,1,1,5,0,3,2,1,0,1,0
ZHIABGQSU0cAAAAIDcbDAw==,0,1,4,0,2,0,0,0,2,0
ZHIABGQSU0cAAAAIDcbDAw==,0,1,4,0,2,0,0,0,2,0
ZHIABGQSU0cAAAAIDcbDAw==,0,1,4,0,2,0,0,0,2,0
ZHIABGQSU0cAAAAIDcbDAw==,0,1,4,0,2,0,0,0,2,0
ZHIABGQSU0cAAAAIDcbDAw==,0,1,4,0,2,0,0,0,2,0
ZHIABGQSU0cAAAAIDcbDAw==,0,1,4,0,2,0,0,0,2,0
ZHIABGQSU0cAAAAIDcbDAw==,0,1,4,0,2,0,0,0,2,0
ZHIABGQSU0cAAAAIDcbDAw==,0,1,4,0,2,0,0,0,2,0
ZHIABGQSU0cAAAAIDcbDAw==,0,1,4,0,2,0,0,0,2,0
ZHIABGQY+ocAAAAJOcQzAw==,0,1,4,0,3,1,1,0,2,1
ZHIABGQY+ocAAAAJOcQzAw==,0,1,4,0,3,1,1,0,2,1
ZHIABGQY+ocAAAAJOcQzAw==,0,1,4,0,3,1,1,0,2,1
ZHIABGQY+ocAAAAJOcQzAw==,0,1,4,0,3,1,1,0,2,1
ZHIABGQY+ocAAAAJOcQzAw==,0,1,4,0,3,1,1,0,2,1
ZHIABGQY+ocAAAAJOcQzAw==,0,1,4,0,3,1,1,0,2,1
ZHIABGQx5x8AAAAILSiRAw==,4,0,4,0,1,2,2,0,1,0
ZHIABGQx5x8AAAAILSiRAw==,4,0,4,0,1,2,2,0,1,0
ZHIABGQx5x8AAAAILSiRAw==,4,0,4,0,1,2,2,0,1,0
ZHIABGQx5x8AAAAILSiRAw==,4,0,4,0,1,2,2,0,1,0
ZHIABGQx5x8AAAAILSiRAw==,4,0,4,0,1,2,2,0,1,0
ZHIABGREam4AAAAIMkTXAw==,0,1,1,0,2,1,0,0,1,0
ZHIABGREam4AAAAIMkTXAw==,0,1,1,0,2,1,0,0,1,0
ZHIABGREam4AAAAIMkTXAw==,0,1,1,0,2,1,0,0,1,0
ZHIABGREam4AAAAIMkTXAw==,0,1,1,0,2,1,0,0,1,0
ZHIABGREam4AAAAIMkTXAw==,0,1,1,0,2,1,0,0,1,0
ZHIABGREam4AAAAIMkTXAw==,0,1,1,0,2,1,0,0,1,0
ZHIABGREam4AAAAIMkTXAw==,0,1,1,0,2,1,0,0,1,0
ZHIABGSBONMAAAAIKaqVAw==,4,0,3,0,5,0,0,0,2,0
ZHIABGSBONMAAAAIKaqVAw==,4,0,3,0,5,0,0,0,2,0
ZHIABGSBONMAAAAIKaqVAw==,4,0,3,0,5,0,0,0,2,0
ZHIABGSBONMAAAAIKaqVAw==,4,0,3,0,5,0,0,0,2,0
ZHIABGSBONMAAAAIKaqVAw==,4,0,3,0,5,0,0,0,2,0
ZHIABGSBONMAAAAIKaqVAw==,4,0,3,0,5,0,0,0,2,0
ZHIABGSBONMAAAAIKaqVAw==,4,0,3,0,5,0,0,0,2,0
ZHIABGSBONMAAAAIKaqVAw==,4,0,3,0,5,0,0,0,2,0
ZHIABGSBONMAAAAIKaqVAw==,4,0,3,0,5,0,0,0,2,0
ZHIABGSBONMAAAAIKaqVAw==,4,0,3,0,5,0,0,0,2,0
ZHIABGSBONMAAAAIKaqVAw==,4,0,3,0,5,0,0,0,2,0
ZHIABGSBONMAAAAIKaqVAw==,4,0,3,0,5,0,0,0,2,0
ZHIABGSBONMAAAAIKaqVAw==,4,0,3,0,5,0,0,0,2,0
ZHIABGSBONMAAAAIKaqVAw==,4,0,3,0,5,0,0,0,2,0
ZHIABGScsKAAAAAIM/jvAw==,0,1,1,0,5,0,0,1,1,0
ZHIABGScsKAAAAAIM/jvAw==,0,1,1,0,5,0,0,1,1,0
ZHIABGScsKAAAAAIM/jvAw==,0,1,1,0,5,0,0,1,1,0
ZHIABGScsKAAAAAIM/jvAw==,0,1,1,0,5,0,0,1,1,0
ZHIABGScsKAAAAAIM/jvAw==,0,1,1,0,5,0,0,1,1,0
ZHIABGScsKAAAAAIM/jvAw==,0,1,1,0,5,0,0,1,1,0
ZHIABGSeqD4AAAAIAyZbAw==,0,1,3,0,5,1,1,0,1,1
ZHIABGSeqD4AAAAIAyZbAw==,0,1,3,0,5,1,1,0,1,1
ZHIABGSeqD4AAAAIAyZbAw==,0,1,3,0,5,1,1,0,1,1
ZHIABGSeqD4AAAAIAyZbAw==,0,1,3,0,5,1,1,0,1,1
ZHIABGSeqD4AAAAIAyZbAw==,0,1,3,0,5,1,1,0,1,1
ZHIABGSeqD4AAAAIAyZbAw==,0,1,3,0,5,1,1,0,1,1
ZHIABGSeqD4AAAAIAyZbAw==,0,1,3,0,5,1,1,0,1,1
ZHIABGSeqD4AAAAIAyZbAw==,0,1,3,0,5,1,1,0,1,1
ZHIABGSeqD4AAAAIAyZbAw==,0,1,3,0,5,1,1,0,1,1
ZHIABGSeqD4AAAAIAyZbAw==,0,1,3,0,5,1,1,0,1,1
ZHIABGSeqD4AAAAIAyZbAw==,0,1,3,0,5,1,1,0,1,1
ZHIABGSeqD4AAAAIAyZbAw==,0,1,3,0,5,1,1,0,1,1
ZHIABGSeqD4AAAAIAyZbAw==,0,1,3,0,5,1,1,0,1,1
ZHIABGSeqD4AAAAIAyZbAw==,0,1,3,0,5,1,1,0,1,1
ZHIABGSeqD4AAAAIAyZbAw==,0,1,3,0,5,1,1,0,1,1
ZHIABGSeqD4AAAAIAyZbAw==,0,1,3,0,5,1,1,0,1,1
ZHIABGSeqD4AAAAIAyZbAw==,0,1,3,0,5,1,1,0,1,1
ZHIABGSeqD4AAAAIAyZbAw==,0,1,3,0,5,1,1,0,1,1
ZHIABGSeqD4AAAAIAyZbAw==,0,1,3,0,5,1,1,0,1,1
ZHIABGSeqD4AAAAIAyZbAw==,0,1,3,0,5,1,1,0,1,1
ZHIABGSeqD4AAAAIAyZbAw==,0,1,3,0,5,1,1,0,1,1
ZHIABGSeqD4AAAAIAyZbAw==,0,1,3,0,5,1,1,0,1,1
ZHIABGSlpd8AAAALDPPkAw==,0,1,3,0,4,2,0,0,2,0
ZHIABGSlpd8AAAALDPPkAw==,0,1,3,0,4,2,0,0,2,0
ZHIABGSlpd8AAAALDPPkAw==,0,1,3,0,4,2,0,0,2,0
ZHIABGSlpd8AAAALDPPkAw==,0,1,3,0,4,2,0,0,2,0
ZHIABGSlpd8AAAALDPPkAw==,0,1,3,0,4,2,0,0,2,0
ZHIABGSlpd8AAAALDPPkAw==,0,1,3,0,4,2,0,0,2,0
ZHIABGSlpd8AAAALDPPkAw==,0,1,3,0,4,2,0,0,2,0
ZHIABGSlpd8AAAALDPPkAw==,0,1,3,0,4,2,0,0,2,0
ZHIABGSlpd8AAAALDPPkAw==,0,1,3,0,4,2,0,0,2,0
ZHIABGSlpd8AAAALDPPkAw==,0,1,3,0,4,2,0,0,2,0
ZHIABGSlpd8AAAALDPPkAw==,0,1,3,0,4,2,0,0,2,0
ZHIABGSlpd8AAAALDPPkAw==,0,1,3,0,4,2,0,0,2,0
ZHIABGSlpd8AAAALDPPkAw==,0,1,3,0,4,2,0,0,2,0
ZHIABGSlpd8AAAALDPPkAw==,0,1,3,0,4,2,0,0,2,0
ZHIABGSlpd8AAAALDPPkAw==,0,1,3,0,4,2,0,0,2,0
ZHIABGSlpd8AAAALDPPkAw==,0,1,3,0,4,2,0,0,2,0
ZHIABGSy7BsAAAAIGuVwAw==,4,0,1,0,5,3,2,0,1,0
ZHIABGSy7BsAAAAIGuVwAw==,4,0,1,0,5,3,2,0,1,0
ZHIABGSy7BsAAAAIGuVwAw==,4,0,1,0,5,3,2,0,1,0
ZHIABGSy7BsAAAAIGuVwAw==,4,0,1,0,5,3,2,0,1,0
ZHIABGSy7BsAAAAIGuVwAw==,4,0,1,0,5,3,2,0,1,0
ZHIABGSy7BsAAAAIGuVwAw==,4,0,1,0,5,3,2,0,1,0
ZHIABGUTJ/8AAAAIBWVRAw==,4,0,3,0,4,0,0,0,1,0
ZHIABGUTJ/8AAAAIBWVRAw==,4,0,3,0,4,0,0,0,1,0
ZHIABGUTJ/8AAAAIBWVRAw==,4,0,3,0,4,0,0,0,1,0
ZHIABGUTJ/8AAAAIBWVRAw==,4,0,3,0,4,0,0,0,1,0
ZHIABGUTJ/8AAAAIBWVRAw==,4,0,3,0,4,0,0,0,1,0
ZHIABGUTJ/8AAAAIBWVRAw==,4,0,3,0,4,0,0,0,1,0
ZHIABGUTJ/8AAAAIBWVRAw==,4,0,3,0,4,0,0,0,1,0
ZHIABGUUucIAAAAIGPOpAw==,0,1,5,1,2,0,1,0,1,0
ZHIABGUUucIAAAAIGPOpAw==,0,1,5,1,2,0,1,0,1,0
ZHIABGUUucIAAAAIGPOpAw==,0,1,5,1,2,0,1,0,1,0
ZHIABGUUucIAAAAIGPOpAw==,0,1,5,1,2,0,1,0,1,0
ZHIABGUUucIAAAAIGPOpAw==,0,1,5,1,2,0,1,0,1,0
ZHIABGUUucIAAAAIGPOpAw==,0,1,5,1,2,0,1,0,1,0
ZHIABGUUucIAAAAIGPOpAw==,0,1,5,1,2,0,1,0,1,0
ZHIABGV3w/AAAAAISEtQAw==,0,1,5,1,1,2,1,0,2,1
ZHIABGV3w/AAAAAISEtQAw==,0,1,5,1,1,2,1,0,2,1
ZHIABGV3w/AAAAAISEtQAw==,0,1,5,1,1,2,1,0,2,1
ZHIABGV3w/AAAAAISEtQAw==,0,1,5,1,1,2,1,0,2,1
ZHIABGV3w/AAAAAISEtQAw==,0,1,5,1,1,2,1,0,2,1
ZHIABWPBQ78AAAAJA3O1Aw==,0,1,5,0,5,1,0,1,2,0
ZHIABWPBQ78AAAAJA3O1Aw==,0,1,5,0,5,1,0,1,2,0
ZHIABWPBQ78AAAAJA3O1Aw==,0,1,5,0,5,1,0,1,2,0
ZHIABWPBQ78AAAAJA3O1Aw==,0,1,5,0,5,1,0,1,2,0
ZHIABWPBQ78AAAAJA3O1Aw==,0,1,5,0,5,1,0,1,2,0
ZHIABWPBQ78AAAAJA3O1Aw==,0,1,5,0,5,1,0,1,2,0
ZHIABWQ9eOQAAAAIJhpVAw==,1,0,4,0,0,1,1,0,1,0
ZHIABWQ9eOQAAAAIJhpVAw==,1,0,4,0,0,1,1,0,1,0
ZHIABWQ9eOQAAAAIJhpVAw==,1,0,4,0,0,1,1,0,1,0
ZHIABWQ9eOQAAAAIJhpVAw==,1,0,4,0,0,1,1,0,1,0
ZHIABWQ9eOQAAAAIJhpVAw==,1,0,4,0,0,1,1,0,1,0
ZHIABWQSV4YAAAAJDf6gAw==,4,0,5,0,4,2,2,0,1,1
ZHIABWQSV4YAAAAJDf6gAw==,4,0,5,0,4,2,2,0,1,1
ZHIABWQSV4YAAAAJDf6gAw==,4,0,5,0,4,2,2,0,1,1
ZHIABWQSV4YAAAAJDf6gAw==,4,0,5,0,4,2,2,0,1,1
ZHIABWQY1foAAAAIJ4ajAw==,0,1,5,0,5,1,0,0,2,0
ZHIABWQY1foAAAAIJ4ajAw==,0,1,5,0,5,1,0,0,2,0
ZHIABWQY1foAAAAIJ4ajAw==,0,1,5,0,5,1,0,0,2,0
ZHIABWQY1foAAAAIJ4ajAw==,0,1,5,0,5,1,0,0,2,0
ZHIABWQY1foAAAAIJ4ajAw==,0,1,5,0,5,1,0,0,2,0
ZHIABWQY1foAAAAIJ4ajAw==,0,1,5,0,5,1,0,0,2,0
ZHIABWQY1foAAAAIJ4ajAw==,0,1,5,0,5,1,0,0,2,0
ZHIABWQY1foAAAAIJ4ajAw==,0,1,5,0,5,1,0,0,2,0
ZHIABWQY1foAAAAIJ4ajAw==,0,1,5,0,5,1,0,0,2,0
ZHIABWQY1foAAAAIJ4ajAw==,0,1,5,0,5,1,0,0,2,0
ZHIABWQY1foAAAAIJ4ajAw==,0,1,5,0,5,1,0,0,2,0
ZHIABWQY1foAAAAIJ4ajAw==,0,1,5,0,5,1,0,0,2,0
ZHIABWQY1foAAAAIJ4ajAw==,0,1,5,0,5,1,0,0,2,0
ZHIABWQY1foAAAAIJ4ajAw==,0,1,5,0,5,1,0,0,2,0
ZHIABWQhHJUAAAAIYQO1Aw==,0,1,3,0,3,0,0,0,1,0
ZHIABWQhHJUAAAAIYQO1Aw==,0,1,3,0,3,0,0,0,1,0
ZHIABWQhHJUAAAAIYQO1Aw==,0,1,3,0,3,0,0,0,1,0
ZHIABWQhHJUAAAAIYQO1Aw==,0,1,3,0,3,0,0,0,1,0
ZHIABWQhHJUAAAAIYQO1Aw==,0,1,3,0,3,0,0,0,1,0
ZHIABWQhHJUAAAAIYQO1Aw==,0,1,3,0,3,0,0,0,1,0
ZHIABWQhHJUAAAAIYQO1Aw==,0,1,3,0,3,0,0,0,1,0
ZHIABWQxytsAAAAJJYotAw==,1,0,5,1,2,0,0,0,2,0
ZHIABWQxytsAAAAJJYotAw==,1,0,5,1,2,0,0,0,2,0
ZHIABWQxytsAAAAJJYotAw==,1,0,5,1,2,0,0,0,2,0
ZHIABWQxytsAAAAJJYotAw==,1,0,5,1,2,0,0,0,2,0
ZHIABWQxytsAAAAJJYotAw==,1,0,5,1,2,0,0,0,2,0
ZHIABWQxytsAAAAJJYotAw==,1,0,5,1,2,0,0,0,2,0
ZHIABWQxytsAAAAJJYotAw==,1,0,5,1,2,0,0,0,2,0
ZHIABWQxytsAAAAJJYotAw==,1,0,5,1,2,0,0,0,2,0
ZHIABWQyIE8AAAAJRsXTAw==,0,1,4,1,0,0,2,0,2,0
ZHIABWQyIE8AAAAJRsXTAw==,0,1,4,1,0,0,2,0,2,0
ZHIABWQyIE8AAAAJRsXTAw==,0,1,4,1,0,0,2,0,2,0
ZHIABWQyIE8AAAAJRsXTAw==,0,1,4,1,0,0,2,0,2,0
ZHIABWQyIE8AAAAJRsXTAw==,0,1,4,1,0,0,2,0,2,0
ZHIABWQyIE8AAAAJRsXTAw==,0,1,4,1,0,0,2,0,2,0
ZHIABWRC/EYAAAAJFMNyAw==,0,1,4,0,3,2,0,0,1,0
ZHIABWRC/EYAAAAJFMNyAw==,0,1,4,0,3,2,0,0,1,0
ZHIABWRC/EYAAAAJFMNyAw==,0,1,4,0,3,2,0,0,1,0
ZHIABWRC/EYAAAAJFMNyAw==,0,1,4,0,3,2,0,0,1,0
ZHIABWRC/EYAAAAJFMNyAw==,0,1,4,0,3,2,0,0,1,0
ZHIABWRC/EYAAAAJFMNyAw==,0,1,4,0,3,2,0,0,1,0
ZHIABWRC/EYAAAAJFMNyAw==,0,1,4,0,3,2,0,0,1,0
ZHIABWRC/EYAAAAJFMNyAw==,0,1,4,0,3,2,0,0,1,0
ZHIABWRC/EYAAAAJFMNyAw==,0,1,4,0,3,2,0,0,1,0
ZHIABWRC/EYAAAAJFMNyAw==,0,1,4,0,3,2,0,0,1,0
ZHIABWRC/EYAAAAJFMNyAw==,0,1,4,0,3,2,0,0,1,0
ZHIABWRC/EYAAAAJFMNyAw==,0,1,4,0,3,2,0,0,1,0
ZHIABWRC/EYAAAAJFMNyAw==,0,1,4,0,3,2,0,0,1,0
ZHIABWRC/EYAAAAJFMNyAw==,0,1,4,0,3,2,0,0,1,0
ZHIABWRszjoAAAAIGb4LAw==,4,0,5,1,4,0,0,0,2,0
ZHIABWRszjoAAAAIGb4LAw==,4,0,5,1,4,0,0,0,2,0
ZHIABWRszjoAAAAIGb4LAw==,4,0,5,1,4,0,0,0,2,0
ZHIABWRszjoAAAAIGb4LAw==,4,0,5,1,4,0,0,0,2,0
ZHIABWRszjoAAAAIGb4LAw==,4,0,5,1,4,0,0,0,2,0
ZHIABWRszjoAAAAIGb4LAw==,4,0,5,1,4,0,0,0,2,0
ZHIABWRszjoAAAAIGb4LAw==,4,0,5,1,4,0,0,0,2,0
ZHIABWRszjoAAAAIGb4LAw==,4,0,5,1,4,0,0,0,2,0
ZHIABWSvz2EAAAAJHk3PAw==,0,1,2,0,0,2,1,0,1,0
ZHIABWSvz2EAAAAJHk3PAw==,0,1,2,0,0,2,1,0,1,0
ZHIABWSvz2EAAAAJHk3PAw==,0,1,2,0,0,2,1,0,1,0
